session_id,timestamp,path,delta_t,label,page_category,referrer,user_agent,status_code,client_key,ip,method,body_bytes_sent
sess_f2cf22f66ea6_000,1776032426.0,/index.html,0.0,human,index.html,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,9797
sess_f2cf22f66ea6_000,1776032427.0,/faq.html,1.0,human,faq.html,/index.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4437
sess_f2cf22f66ea6_000,1776032428.0,/articles.html,1.0,human,articles.html,/faq.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4963
sess_f2cf22f66ea6_000,1776032430.0,/contact.html,2.0,human,contact.html,/articles.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4759
sess_f2cf22f66ea6_000,1776032431.0,/about.html,1.0,human,about.html,/contact.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4908
sess_f2cf22f66ea6_000,1776032432.0,/products.html,1.0,human,products.html,/about.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,3803
sess_f2cf22f66ea6_000,1776032433.0,/articles.html,1.0,human,articles.html,/products.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4963
sess_f2cf22f66ea6_000,1776032435.0,/products.html,2.0,human,products.html,/articles.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,3803
sess_f2cf22f66ea6_000,1776032436.0,/articles.html,1.0,human,articles.html,/products.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,4963
sess_f2cf22f66ea6_000,1776032437.0,/index.html,1.0,human,index.html,/articles.html,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",200,"ip_ua:127.0.0.1|Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 LabSession/human-003",127.0.0.1,GET,9797
